,AAPL,ABC,AMZN,ANTM,BA,BAC,CAH,COST,CVS,CVX,DWDP,F,GE,GM,GOOGL,HD,JPM,KR,MCK,MSFT,PCAR,PSX,T,UNH,UNP,VZ,WBA,WFC,WMT,XOM
2023-03-31 12:01:00-04:00,163.18499755859375,159.72999572753906,103.18499755859375,,212.60000610351562,28.459999084472656,75.22000122070312,497.0199890136719,74.61979675292969,163.52499389648438,,12.515000343322754,95.16000366210938,36.47999954223633,102.51000213623047,289.7900085449219,129.8000946044922,49.39500045776367,358.6499938964844,285.1648864746094,72.87000274658203,100.51000213623047,19.145000457763672,475.60089111328125,200.76499938964844,38.96500015258789,34.5,37.42499923706055,147.47079467773438,109.9000015258789
2023-03-31 12:02:00-04:00,163.25,159.74000549316406,103.12000274658203,,212.64999389648438,28.454999923706055,75.22000122070312,496.94000244140625,74.5999984741211,163.55999755859375,,12.520099639892578,95.1050033569336,36.494998931884766,102.50990295410156,289.82000732421875,129.8000030517578,49.404998779296875,358.70001220703125,285.22918701171875,72.87999725341797,100.47000122070312,19.149999618530273,475.2925109863281,200.80999755859375,38.97999954223633,34.5099983215332,37.439998626708984,147.4949951171875,109.87000274658203
2023-03-31 12:03:00-04:00,163.32119750976562,,103.12999725341797,,212.65060424804688,28.46500015258789,,496.75,74.5999984741211,163.55999755859375,,12.527299880981445,95.01000213623047,36.505001068115234,102.54000091552734,289.8500061035156,129.82000732421875,49.435001373291016,358.6499938964844,285.2900085449219,72.86000061035156,100.45999908447266,19.145000457763672,475.3999938964844,200.7899932861328,38.970001220703125,34.5,37.45500183105469,147.46499633789062,109.86000061035156
2023-03-31 12:04:00-04:00,163.34890747070312,159.7550048828125,103.1449966430664,,212.69000244140625,28.462900161743164,75.26000213623047,496.9200134277344,74.61499786376953,163.57000732421875,,12.524999618530273,94.98999786376953,36.494998931884766,102.55000305175781,289.87860107421875,129.80999755859375,49.43000030517578,358.7699890136719,285.3999938964844,72.87000274658203,100.47000122070312,19.145000457763672,475.3999938964844,200.77000427246094,38.95500183105469,34.505001068115234,37.459999084472656,147.49000549316406,109.87000274658203
2023-03-31 12:05:00-04:00,163.2949981689453,159.89500427246094,103.08999633789062,,212.72000122070312,28.455299377441406,75.25,496.92999267578125,74.6050033569336,163.4199981689453,,12.510100364685059,95.06999969482422,36.46500015258789,102.53009796142578,289.8800048828125,129.77499389648438,49.43000030517578,359.1499938964844,285.260009765625,72.83499908447266,100.44000244140625,19.135000228881836,475.29998779296875,200.72000122070312,38.935001373291016,34.494998931884766,37.40999984741211,147.49070739746094,109.78479766845703
2023-03-31 12:06:00-04:00,163.31680297851562,159.75,103.125,,212.71499633789062,28.440099716186523,75.25,497.1000061035156,74.6050033569336,163.32000732421875,,12.524999618530273,95.07499694824219,36.474998474121094,102.56999969482422,289.9200134277344,129.75990295410156,49.435001373291016,359.0050048828125,285.25,72.83000183105469,100.36000061035156,19.135000228881836,475.2699890136719,200.75999450683594,38.959999084472656,34.505001068115234,37.41999816894531,147.41000366210938,109.7300033569336
2023-03-31 12:07:00-04:00,163.32000732421875,159.78500366210938,103.02169799804688,,212.7100067138672,28.46500015258789,75.25,496.8699951171875,74.61859893798828,163.30999755859375,,12.524999618530273,95.13999938964844,36.4900016784668,102.55500030517578,289.8500061035156,129.75999450683594,49.43730163574219,358.95001220703125,285.0408020019531,72.83499908447266,100.30999755859375,19.13360023498535,475.17999267578125,200.72000122070312,38.96500015258789,34.5099983215332,37.44649887084961,147.375,109.69999694824219
2023-03-31 12:08:00-04:00,163.28750610351562,,102.97000122070312,,212.5850067138672,28.450000762939453,75.25,496.6600036621094,74.59500122070312,163.27000427246094,,12.515000343322754,95.08000183105469,36.470001220703125,102.5199966430664,289.6405029296875,129.72999572753906,49.435001373291016,359.0,284.95001220703125,72.88999938964844,100.38999938964844,19.135000228881836,475.19500732421875,200.63999938964844,38.95000076293945,34.48500061035156,37.415000915527344,147.32000732421875,109.68000030517578
2023-03-31 12:09:00-04:00,163.28990173339844,159.6699981689453,102.97000122070312,,212.6300048828125,28.454999923706055,75.25,496.739990234375,74.60269927978516,163.3699951171875,,12.515000343322754,95.06999969482422,36.47129821777344,102.5,289.7349853515625,129.72999572753906,49.45000076293945,358.9100036621094,285.1499938964844,72.95999908447266,100.51000213623047,19.135000228881836,475.5299987792969,200.7550048828125,38.94990158081055,34.4900016784668,37.43000030517578,147.38999938964844,109.80500030517578
2023-03-31 12:10:00-04:00,163.3101043701172,,103.05000305175781,,212.6649932861328,28.475000381469727,75.26000213623047,496.7900085449219,74.6050033569336,163.44000244140625,,12.527000427246094,95.09529876708984,36.494998931884766,102.51499938964844,289.6499938964844,129.75999450683594,49.47700119018555,358.9700012207031,285.159912109375,72.9800033569336,100.55999755859375,19.149999618530273,475.5274963378906,200.85000610351562,38.95500183105469,34.52000045776367,37.45000076293945,147.37600708007812,109.83999633789062
