Date,Date2,WY,WYNN,XEL,XLEFF,XOM,XYL,YUM,ZBH,ZION,ZTS,,,
05-07-2017,05-07-2017,26.72947311,123.827301,39.21134186,0.077600002,61.00374603,51.45087051,66.35840607,119.0866776,38.78261948,60.55899429,,,
05-07-2018,05-07-2018,30.90542221,146.8462219,41.45626068,0.140000001,64.58289337,63.58205795,71.78361511,106.0841675,46.05531693,83.79605103,,,
05-07-2019,05-07-2019,23.35328865,129.3620758,55.62221527,0.150099993,62.3451004,79.46186066,103.5476379,111.647934,41.62617493,111.7801361,,,
05-07-2022,05-07-2022,33.83258438,57.79000092,69.43573761,0.192300007,83.32312012,78.33200836,116.2248459,106.6514282,50.31485748,173.5620117,,,
05-08-2013,05-08-2013,19.58853722,116.6712036,22.40494156,0.086999997,60.76966858,22.29587746,45.07260895,75.63111115,25.17407608,29.298563,,,
05-08-2014,05-08-2014,22.51946259,180.7846069,23.43951607,0.086999997,66.97156525,31.92139626,42.75207901,89.42628479,23.71447945,30.40415001,,,
05-08-2015,05-08-2015,22.8380146,90.6493454,27.70259666,0.068999998,54.22514725,30.81551743,55.88672638,95.19390106,26.59919357,46.24169922,,,
05-08-2016,05-08-2016,25.47093391,89.36079407,35.57106781,0.082000002,63.74274063,43.74724197,57.0627594,121.4788971,24.82480621,49.08729172,,,
05-08-2019,05-08-2019,21.47519684,108.2156906,54.65073013,0.150099993,57.55438232,71.55787659,108.0844345,127.8630066,37.09513474,110.3631897,,,
05-08-2020,05-08-2020,25.80454445,71.27999878,65.64428711,0.350100011,38.04694748,73.89507294,86.99332428,127.6465302,30.814394,155.5186005,,,
05-08-2021,05-08-2021,31.87430573,98.68000031,66.90271759,0.195260003,53.47842789,125.3468094,130.1160889,144.3607025,51.04280472,202.1139679,,,
05-08-2022,05-08-2022,34.74269867,66.70999908,73.32032776,0.179370001,86.89929962,96.64261627,117.3045731,113.0072098,53.19111633,174.2397766,,,
05-09-2013,05-09-2013,19.46700478,119.0095596,20.31868172,0.086999997,58.35704041,22.95824432,42.07258987,71.72073364,24.37506676,28.43601227,,,
05-09-2014,05-09-2014,24.54037857,161.5611267,25.18410683,0.086999997,68.16604614,33.83863831,44.45380783,91.89012909,24.62896538,34.09227753,,,
05-09-2017,05-09-2017,25.99705124,133.7667847,42.75957489,0.079599999,58.79910278,58.13995743,69.58258057,106.4761963,37.16539764,61.15926361,,,
05-09-2018,05-09-2018,28.68597221,133.8208618,43.84984589,0.140000001,64.49594879,73.81668854,80.42867279,115.1641922,47.59678268,86.75373077,,,
05-09-2019,05-09-2019,23.63764381,109.4891739,59.70980072,0.150099993,58.26171112,74.82116699,111.3887634,132.2413483,37.36716843,125.5593338,,,
05-10-2015,05-10-2015,20.98155785,58.37453079,28.85834885,0.085000001,54.47716904,30.6476078,52.12704086,87.71894836,23.76825333,40.83235931,,,
05-10-2016,05-10-2016,23.96663475,90.20565796,33.20939255,0.082000002,63.87517166,48.14450455,56.9855957,120.9256363,27.41912842,50.13457108,,,
05-10-2017,05-10-2017,27.80174828,137.9534454,41.27912521,0.079599999,62.48640442,60.55385971,67.99620819,111.2916336,41.42429352,61.72079468,,,
05-10-2018,05-10-2018,25.50813103,115.0018616,43.37937546,0.140000001,67.65098572,75.33652496,83.46109772,121.0932693,45.24479675,89.56890106,,,
05-10-2020,05-10-2020,27.06064034,73.84999847,67.64691925,0.128099993,29.85242462,84.16648865,90.38722992,135.4886932,29.42921829,161.1686096,,,
05-10-2021,05-10-2021,33.65561676,85.05000305,61.5837059,0.166419998,58.48283005,120.635025,120.7900543,140.5852966,61.40023804,194.796463,,,
05-10-2022,05-10-2022,29.64595795,72.18000031,64.33000183,0.236000001,98.32843781,92.41319275,111.8175278,112.4899979,53.08728027,154.2622223,,,
05-11-2013,05-11-2013,20.83530045,138.6164093,21.62000656,0.086999997,61.45692062,30.03026009,42.52705765,80.32781982,24.17285156,29.77150917,,,
05-11-2014,05-11-2014,25.06416702,156.4095154,26.68800926,0.086999997,65.28860474,32.8320694,44.77363205,101.1263428,24.99326897,37.21982574,,,
05-11-2015,05-11-2015,23.56616592,65.65222931,29.34596252,0.085000001,60.15113068,33.72790527,44.96604538,99.06274414,25.34654617,43.40089417,,,
05-11-2018,05-11-2018,23.27501297,104.2004776,43.4062767,0.193100005,64.71790314,65.28811646,81.11492157,108.3237991,43.02544022,90.3189621,,,
05-11-2019,05-11-2019,26.37566376,124.5066833,55.84231186,0.085000001,60.59981918,76.88652802,92.31806946,133.2046661,46.05952835,118.0437317,,,
05-11-2020,05-11-2020,26.21414375,80.12999725,69.78601837,0.132100001,29.34809494,88.8062439,96.73711395,133.3451996,30.65229988,168.7255554,,,
05-11-2021,05-11-2021,36.10466766,96.91999817,62.07014847,0.165000007,61.70973206,129.0470734,123.8000412,136.3969116,62.70641327,215.1514435,,,
05-12-2013,05-12-2013,20.77879715,146.4679718,21.11563301,0.086999997,63.31453705,30.05695534,45.04611969,81.69163513,24.60373878,29.53664398,,,
05-12-2014,05-12-2014,25.90255356,144.6490479,27.0324688,0.086999997,64.8953476,34.81696701,48.39558029,104.7435455,24.26436424,41.68393707,,,
05-12-2016,05-12-2016,25.06081581,91.14094543,32.6042099,0.048999999,64.7963028,48.08860779,56.72900391,93.95241547,35.01750565,47.96240234,,,
05-12-2017,05-12-2017,28.85083008,150.1667938,44.07271576,0.261500001,63.73364639,63.89201736,76.05019379,107.8639832,44.37928772,68.70018768,,,
05-12-2019,05-12-2019,26.30443954,117.2858124,57.31815338,0.085000001,57.4036026,72.29283142,93.27367401,140.1445313,45.08103561,117.9062958,,,
05-12-2022,05-12-2022,31.52000046,85.76999664,68.68000031,0.165000007,106.8499985,112.0400009,130.9100037,122.2799988,48.41999817,155.3300018,,,
06-01-2014,06-01-2014,21.90884781,167.360199,20.79560089,0.086999997,67.03417206,30.61751366,45.7182579,84.3921051,25.01717567,30.04394722,,,
06-01-2015,06-01-2015,26.29623604,124.7124023,28.3435173,0.097999997,62.12163925,32.02907944,43.27170181,105.7138596,22.21970177,40.40441132,,,
06-01-2016,06-01-2016,22.17100143,60.17554855,29.88420868,0.060699999,55.424263,32.6552887,45.18717194,96.08218384,21.92745781,45.84494019,,,
06-01-2017,06-01-2017,24.37345695,85.6374588,34.68278885,0.052000001,65.55180359,46.09886551,57.95246506,97.44896698,37.45275116,52.08282089,,,
06-01-2020,06-01-2020,26.42134666,140.0150909,58.10666275,0.085000001,59.46781921,77.01197052,96.36953735,140.6816101,46.69956207,130.6874084,,,
06-01-2021,06-01-2021,30.48035622,110.8499985,63.32131577,0.175999999,40.42223358,101.4691238,102.6820221,153.5919952,46.03520584,165.0232544,,,
06-01-2022,06-01-2022,38.21767426,84.63999939,67.10058594,0.300000012,65.71315002,114.8656998,134.3378296,124.3749313,67.09244537,215.836441,,,
06-02-2013,06-02-2013,21.28193474,100.5447083,20.3470993,0.058499999,58.79049683,24.36434174,37.54666138,67.30949402,20.18930626,28.97165298,,,
06-02-2014,06-02-2014,20.84236145,185.1677704,21.63959694,0.086999997,60.82984543,32.44157791,43.31513214,83.76757813,24.502491,28.2957592,,,
06-02-2015,06-02-2015,25.42139053,129.0633545,28.19351196,0.097999997,63.76701355,31.74938011,45.95405197,106.0333557,22.13486481,41.45845413,,,
06-02-2017,06-02-2017,24.82379723,89.89015198,35.17438507,0.052000001,61.70758057,43.86737823,59.92036819,108.8501587,37.10733414,53.79668427,,,
06-02-2018,06-02-2018,28.43270874,153.7173157,37.35253906,0.253500015,60.2428627,67.1789093,73.74399567,114.4529495,45.80975723,71.1635437,,,
06-02-2019,06-02-2019,22.42023659,126.2254105,47.38379288,0.193100005,60.2651329,68.19469452,88.08195496,111.552597,43.57277679,85.597435,,,
06-02-2020,06-02-2020,25.76486397,133.0733337,64.33602905,0.085000001,51.92420197,80.21600342,98.21569061,151.1982727,42.98701096,136.6174927,,,
06-03-2013,06-03-2013,20.91518402,96.42905426,21.27562141,0.058499999,59.01454163,25.77286339,39.92128754,67.47083282,21.07132149,31.60458565,,,
06-03-2014,06-03-2014,21.45923042,212.9651184,22.71169662,0.086999997,63.51231766,34.19445419,47.03985596,88.92669678,26.57032585,28.98313904,,,
06-03-2015,06-03-2015,24.28034973,122.0928497,26.56710815,0.097999997,59.67617035,31.85749626,49.20495987,106.4122467,23.23067284,43.47154617,,,
06-03-2017,06-03-2017,26.88813591,93.46659851,36.97123718,0.052000001,61.91306686,45.2914505,58.29356766,108.831604,39.2165184,51.20188141,,,
06-03-2018,06-03-2018,28.32250023,157.5484619,37.5098877,0.253199995,59.17332077,71.10422516,74.82112122,110.5130692,49.50669861,79.16666412,,,
06-03-2019,06-03-2019,21.29208946,119.3411331,49.78778076,0.202900007,64.18898773,72.52169037,90.3571701,116.3288269,44.45392227,92.03824615,,,
06-03-2020,06-03-2020,24.21167183,94.02999878,65.1251297,0.085000001,40.59172058,78.62477875,85.01865387,118.0032959,32.49958801,134.7299805,,,
06-04-2015,06-04-2015,23.89809608,116.4961853,27.93188477,0.093599997,59.32770157,32.67271805,49.55927277,107.335968,22.85681152,43.99381638,,,
06-04-2016,06-04-2016,23.61482239,81.6268158,33.78276825,0.060699999,60.14332199,37.92037201,52.08342743,99.72665405,20.55002022,45.32204437,,,
06-04-2017,06-04-2017,27.43833733,109.7443237,38.10877228,0.052000001,62.04760361,47.52194977,58.33875656,111.8198013,35.9030571,50.90690994,,,
06-04-2018,06-04-2018,29.35676956,168.6103058,40.09791946,0.266290009,58.15578461,71.21757507,77.65289307,98.64964294,45.04111099,78.64217377,,,
06-04-2020,06-04-2020,15.56464672,56.72999954,57.13750076,0.098499998,34.44635773,63.10698318,67.04490662,93.35986328,24.80765343,124.6436768,,,
06-04-2021,06-04-2021,34.17871475,136.3699951,65.42543793,0.211559996,51.91804504,104.4438248,110.6109314,156.9551697,52.953125,154.154953,,,
06-04-2022,06-04-2022,36.91478348,76.16999817,73.97097015,0.230350003,81.35017395,85.87948608,116.9232635,127.2769012,62.28216553,190.291214,,,
06-05-2013,06-05-2013,21.45430183,114.0048904,22.64233398,0.086999997,59.68666458,24.07751465,41.00402069,69.15705109,21.58382607,30.8163166,,,
06-05-2014,06-05-2014,21.53038406,178.3517456,23.94147873,0.086999997,69.54788971,32.97130203,46.38838196,90.77972412,23.90061951,29.15815353,,,
06-05-2015,06-05-2015,22.91307068,101.3192444,26.70463371,0.090000004,61.4602356,33.0893898,55.74385452,100.6960602,24.45423508,43.08344269,,,
06-05-2016,06-05-2016,24.24373436,83.13993835,33.46023178,0.060699999,63.89732742,38.56480408,51.78224945,106.4710312,22.28180504,45.38916016,,,
06-05-2019,06-05-2019,23.00444794,136.5444183,51.43884277,0.150000006,62.44823074,76.56609344,95.79170227,118.7338562,44.46286774,101.1581802,,,
06-05-2020,06-05-2020,16.59318733,79.25,57.20290375,0.125,37.44243622,61.04504395,79.09397125,110.4609222,27.52516556,123.7622223,,,
06-05-2021,06-05-2021,36.0928688,122.7799988,68.67941284,0.207599998,56.71912384,116.4463882,117.6016922,166.2855225,56.53555679,165.8915863,,,
06-05-2022,06-05-2022,39.52412415,66.30000305,72.08692169,0.198799998,89.16912842,84.39385223,113.7394638,119.7906189,54.6913147,168.5419159,,,
06-06-2013,06-06-2013,20.18677521,111.7360764,21.33604622,0.086999997,59.86732864,24.07742691,42.64705276,70.36117554,22.65834618,30.01176453,,,
06-06-2014,06-06-2014,22.46212578,177.2309418,23.93379784,0.086999997,69.29033661,33.82073212,48.92031097,97.25752258,25.20350647,29.96049881,,,
06-06-2016,06-06-2016,23.88326263,90.44219208,34.77515793,0.060699999,65.03855133,42.21354294,53.20856857,112.1359711,25.03103256,46.41506577,,,
06-06-2017,06-06-2017,26.64094353,123.9956055,40.62998581,0.052000001,61.27539825,49.34375,67.48435974,115.5130081,34.89916229,60.87179565,,,
06-06-2018,06-06-2018,31.73144531,170.2426147,37.3465271,0.189999998,64.38674927,68.79214478,77.2038269,107.0908661,50.24935913,83.13465881,,,
06-06-2019,06-06-2019,20.2728653,107.1247787,54.43360519,0.150000006,60.85467148,75.92232513,101.8381271,113.7783508,39.85159683,106.6013107,,,
06-06-2022,06-06-2022,38.52165604,66.83999634,73.69477081,0.192300007,97.10714722,85.16120911,118.2555313,117.8792267,56.03782654,170.3347931,,,
06-07-2015,06-07-2015,23.53524399,92.98561096,26.51143074,0.090000004,57.99146652,32.96142197,56.656147,99.693367,26.55662537,46.04192734,,,
06-07-2016,06-07-2016,23.33286285,82.41429901,37.78852844,0.060699999,68.496521,42.11191559,53.83538055,112.5852432,20.61429787,46.20489502,,,
06-07-2017,06-07-2017,25.80388451,122.4152985,39.24578857,0.077600002,60.45293427,50.92642593,65.96795654,117.0921173,38.24517059,59.82317734,,,
06-07-2018,06-07-2018,31.09733391,148.7619324,41.78549194,0.140000001,64.59859467,63.28838348,72.27301025,107.1557236,46.23116684,84.48667908,,,
06-07-2020,06-07-2020,20.54351234,76.69999695,59.80318832,0.112829998,38.51548004,65.26441956,84.61295319,112.7832565,30.65598869,136.4742126,,,
06-07-2021,06-07-2021,31.40284348,116.9000015,64.80596924,0.189999998,57.37712097,118.4071274,113.1846313,156.4828949,49.69754791,192.1340027,,,
06-07-2022,06-07-2022,33.56547928,55.84000015,70.54845428,0.192300007,81.81994629,79.03779602,115.7295532,105.4940186,49.65489197,177.7952423,,,
06-08-2013,06-08-2013,19.60245514,115.2470016,22.21866608,0.086999997,60.69005966,22.42816544,44.57862854,74.78418732,24.71972656,29.18606186,,,
06-08-2014,06-08-2014,22.65564346,173.3920135,22.98204803,0.086999997,67.50354767,31.93035889,43.00396729,87.59884644,23.67217255,30.4890976,,,
06-08-2015,06-08-2015,22.7415905,90.13912201,28.03258514,0.068999998,54.87159729,30.62456131,55.08959198,93.18704224,26.40336227,45.92777634,,,
06-08-2018,06-08-2018,28.46069145,145.0538025,42.07022858,0.140000001,62.91162872,72.06028748,75.33860779,118.4540405,46.8026886,90.18258667,,,
06-08-2019,06-08-2019,21.3786602,108.9657059,55.38393021,0.150099993,58.11125946,72.7281189,109.0049362,128.0810089,37.85179901,118.7945862,,,
06-08-2020,06-08-2020,25.49507332,76.56999969,65.93587494,0.350100011,37.86474228,73.66179657,86.98377228,127.035202,30.34849548,159.078186,,,
06-08-2021,06-08-2021,31.93901825,98.90000153,66.74812317,0.195260003,54.09549332,126.6050034,130.4957886,143.2359619,52.83967972,200.1705627,,,
06-09-2013,06-09-2013,19.99294853,119.6267319,20.39318657,0.086999997,58.29021072,23.18863297,41.934021,71.97297668,24.15600204,28.69852829,,,
06-09-2016,06-09-2016,24.92092133,85.4623642,35.17925644,0.082000002,65.02785492,47.23629761,58.67677689,120.1291351,26.18690681,49.27946854,,,
06-09-2017,06-09-2017,26.74557304,134.5928497,42.68205643,0.079599999,60.0180397,58.25267792,69.48231506,107.7717209,37.03502274,61.37226105,,,
06-09-2018,06-09-2018,28.81947708,121.8850021,43.85874557,0.140000001,63.78248978,74.48162079,81.53221893,116.1417542,47.14583588,87.41612244,,,
06-09-2019,06-09-2019,23.74431801,109.5973587,59.38903046,0.150099993,58.80893326,75.43706512,112.3785934,132.4309235,37.18550491,125.9122696,,,
06-09-2022,06-09-2022,33.37532425,58.20000076,73.9561615,0.178000003,94.19173431,92.25361633,112.0464783,104.6958008,54.21806335,156.5074463,,,
06-10-2014,06-10-2014,23.28987122,159.9338226,23.96362495,0.086999997,64.91092682,31.98498726,43.85176086,93.83731842,24.22229767,35.62471771,,,
06-10-2015,06-10-2015,20.87653923,61.03732681,28.47639084,0.085000001,55.24315643,30.49235344,52.35927582,86.3319931,23.99859428,39.44110489,,,
06-10-2016,06-10-2016,24.32645226,90.02146149,33.30184555,0.082000002,63.90452957,48.03330231,56.2268219,121.1479492,27.29849815,49.62534332,,,
06-10-2017,06-10-2017,27.78549576,135.1185455,41.11428452,0.079599999,62.25024414,60.63838959,69.22701263,111.3943787,41.6155014,61.72079468,,,
06-10-2020,06-10-2020,26.38708115,74.31999969,68.57448578,0.128099993,29.5427494,84.35173798,88.30263519,135.0006561,29.07170296,159.265564,,,
06-10-2021,06-10-2021,33.74038696,84.25,62.58578873,0.166419998,57.41036987,120.4183273,120.8487015,140.9030609,60.7616539,194.1221924,,,
06-10-2022,06-10-2022,29.00948143,74.16999817,61.81999969,0.236000001,101.2449493,91.41585541,109.6176147,110.5999985,51.98625565,152.2664642,,,
06-11-2013,06-11-2013,20.74347878,137.9283905,21.79314232,0.086999997,62.27866364,29.81671524,42.58764267,80.74326324,24.31608391,29.37693405,,,
06-11-2014,06-11-2014,24.96210098,155.5132446,25.87382507,0.086999997,66.10583496,33.48166275,45.18156433,100.3974686,25.15424156,37.63685226,,,
06-11-2015,06-11-2015,23.05055618,66.56082153,28.33011246,0.085000001,59.9099884,33.84709167,45.01025772,98.53916931,26.18261337,43.88779068,,,
06-11-2017,06-11-2017,28.97166443,142.1119537,42.85810852,0.079599999,63.80439758,62.66765213,72.81923676,102.1200867,40.37260818,67.49108887,,,
06-11-2018,06-11-2018,22.91265297,104.5722733,44.06992722,0.193100005,64.99534607,66.56510925,81.51367188,108.3332214,43.49407196,90.35793304,,,
06-11-2019,06-11-2019,26.26009941,120.533493,56.50644302,0.085000001,59.27323532,75.46788025,94.35427094,135.9673462,45.75070572,119.2413559,,,
06-11-2020,06-11-2020,25.74083328,80.06999969,69.3884964,0.132100001,29.00303459,89.0605011,95.46904755,132.5509644,30.05957222,167.0965424,,,
06-12-2013,06-12-2013,21.06130981,147.9633484,21.41674805,0.086999997,64.33692932,29.81671524,45.0340004,83.10957336,25.08467484,29.63059044,,,
06-12-2016,06-12-2016,25.16352463,94.67095184,32.58740234,0.048999999,64.85554504,48.50701141,57.0888443,96.89798737,36.20059204,48.34749603,,,
06-12-2017,06-12-2017,28.89182854,148.6599731,44.32431412,0.261500001,63.26462555,64.02386475,76.17832947,108.1348343,43.54195023,68.81653595,,,
06-12-2018,06-12-2018,22.82136154,107.9421692,47.71999741,0.193100005,62.77149963,63.68712616,85.20456696,106.3274078,40.82390594,88.18921661,,,
06-12-2019,06-12-2019,26.53825951,120.6674347,57.18901443,0.085000001,58.32661819,72.68850708,93.51035309,141.0084534,45.45595169,119.486763,,,
06-12-2021,06-12-2021,36.39147568,84.91000366,63.41273499,0.234200001,59.23032761,119.1499634,126.4396515,120.8276825,62.15831375,221.3460083,,,
06-12-2022,06-12-2022,31.02000046,85.41000366,69.31999969,0.165000007,103.8799973,110.8099976,130.6199951,121.3899994,47.13999939,153.0500031,,,
07-01-2014,07-01-2014,21.97241402,172.1880493,21.15296936,0.086999997,67.98257446,30.70650291,46.36013031,86.07557678,25.09311867,30.15668488,,,
07-01-2015,07-01-2015,26.37643242,128.3749237,28.58825874,0.097999997,62.75110626,32.28170013,44.7056427,108.3430099,22.43180466,41.23846817,,,
07-01-2016,07-01-2016,21.35210037,54.51483917,29.99902725,0.060699999,54.53713608,31.81185722,43.64554214,93.87298584,21.269207,44.45107269,,,
07-01-2019,07-01-2019,20.03909874,105.1190186,43.64225006,0.193100005,57.27029419,62.84851456,85.07418823,98.0734024,38.06613541,83.17547607,,,
07-01-2020,07-01-2020,26.25048447,140.6795044,57.98596573,0.085000001,58.98113251,76.72246552,96.53996277,140.5579834,46.4160881,131.1291656,,,
07-01-2021,07-01-2021,30.77335358,109.75,62.08271027,0.172000006,40.73937607,106.0746918,101.9004059,152.681488,47.43969727,164.8751831,,,
07-01-2022,07-01-2022,38.17036819,84.55000305,67.6883316,0.300000012,66.25177765,113.9476471,132.7974548,123.6224976,68.21161652,209.5525208,,,
07-02-2013,07-02-2013,20.67034149,100.161438,20.29591942,0.058499999,58.15134048,23.54198837,37.92851639,67.26468658,20.1221199,29.8773098,,,
07-02-2014,07-02-2014,21.10368729,189.6537933,21.76885223,0.086999997,61.35822296,32.88647842,43.65595245,85.52349091,24.40967751,28.90781593,,,
07-02-2017,07-02-2017,25.32153511,89.88087463,35.30998993,0.052000001,61.30761719,43.90456772,60.09207535,109.6579056,36.97779846,53.99926758,,,
07-02-2018,07-02-2018,28.30153084,166.9964294,37.1165123,0.253500015,59.15873337,67.61212921,73.33213806,113.0304794,47.11811447,71.73656464,,,
07-02-2019,07-02-2019,22.11299324,121.8370438,48.01642609,0.193100005,59.80068207,67.06066132,88.10059357,111.6564102,43.85746002,84.25844574,,,
07-02-2020,07-02-2020,25.70191193,125.85392,63.78829193,0.085000001,51.58016586,81.258255,96.60622406,148.7069702,42.27376175,136.5486908,,,
07-02-2022,07-02-2022,38.77593994,88.08999634,67.34547424,0.190359995,79.24629974,88.31115723,122.7211304,107.7247238,69.72980499,199.1803436,,,
07-03-2013,07-03-2013,20.85988617,96.3550415,21.17326546,0.058499999,58.45445633,24.94714737,40.12416458,67.11233521,21.22255516,32.2674942,,,
07-03-2014,07-03-2014,21.19597626,211.9511261,22.72689247,0.086999997,64.34551239,34.4980011,46.96073532,88.75470734,26.67170715,28.79481506,,,
07-03-2016,07-03-2016,21.19121361,76.55874634,32.85293961,0.060699999,60.97353745,35.48992538,49.64113235,92.67632294,20.95295906,39.42017746,,,
07-03-2017,07-03-2017,26.68878937,92.6191864,37.14075851,0.052000001,61.68135452,45.52475739,57.85976028,108.6923447,39.17325974,51.19223022,,,
07-03-2018,07-03-2018,28.36386681,159.0882416,37.34379196,0.253199995,57.68197632,72.14323425,74.84870911,113.2363434,49.84818268,79.4094696,,,
07-03-2019,07-03-2019,21.0585804,114.6273651,50.17638779,0.202900007,64.90148926,72.01495361,90.30106354,114.5825806,43.59473419,90.45491791,,,
07-03-2022,07-03-2022,37.8797493,72.06999969,70.08827209,0.197469994,84.72476959,82.58138275,111.6793594,115.9344559,60.87355423,187.0199127,,,
07-04-2014,07-04-2014,20.64099503,181.0671692,23.44237709,0.086999997,65.55806732,32.48027039,45.78610611,86.052948,25.97893524,27.3070507,,,
07-04-2015,07-04-2015,23.63346291,113.96521,27.50155449,0.093599997,59.75976181,32.67271805,48.66418076,106.1012497,23.12021637,44.10131454,,,
07-04-2016,07-04-2016,23.61482239,91.14310455,33.73314667,0.060699999,59.46472168,37.64418793,51.68910217,99.78202057,19.97561073,45.24533844,,,
07-04-2017,07-04-2017,27.79716873,108.7944794,37.94638824,0.052000001,61.86076736,47.43796158,58.09474945,111.5221176,35.92035675,50.78126526,,,
07-04-2020,07-04-2020,15.73758793,60.84999847,55.34348679,0.098499998,35.10174942,64.0750351,67.85324097,97.14420319,25.8301754,123.9751892,,,
07-04-2021,07-04-2021,33.8934288,132.6799927,65.31983948,0.211559996,52.14842224,103.8848801,110.5818558,156.2256317,53.06776047,156.1127777,,,
07-04-2022,07-04-2022,37.31849289,73.97000122,73.55667877,0.230350003,82.71167755,85.88939667,118.6777954,129.3276672,61.80284882,196.8039246,,,
07-05-2013,07-05-2013,21.68930244,114.965477,23.00395775,0.086999997,60.0622406,24.31468773,41.14793777,69.46256256,21.81066513,30.76018524,,,
07-05-2014,07-05-2014,21.80274391,176.108902,24.29468918,0.086999997,69.84596252,33.23022461,46.33944321,90.75253296,24.29768944,28.93160439,,,
07-05-2015,07-05-2015,23.55260277,101.999527,26.68072891,0.090000004,61.04908371,33.23433685,56.31872177,101.5557632,24.28429604,43.34028625,,,
07-05-2018,07-05-2018,30.38276863,181.2874908,40.67995071,0.189999998,60.3850708,66.13599396,76.41169739,109.7264252,48.60481644,79.90538788,,,
07-05-2019,07-05-2019,22.51149559,131.0772095,51.50256348,0.150000006,62.1162796,75.69599915,94.9124527,116.6911163,43.59473419,99.23937225,,,
07-05-2020,07-05-2020,16.95727539,79.59999847,56.02558517,0.178000003,37.65522003,61.51938248,80.45388794,113.8163071,27.55311584,122.334465,,,
07-05-2021,07-05-2021,36.81067657,126.2900009,68.45864105,0.207599998,57.530056,117.0249329,117.5435104,165.5751801,56.62153244,169.8824158,,,
07-06-2013,07-06-2013,20.19373322,113.8558884,21.51316833,0.086999997,60.67679977,24.29792023,44.08621979,70.74758911,23.02855492,29.46915436,,,
07-06-2016,07-06-2016,23.92160606,92.65994263,34.7420845,0.060699999,66.03591156,42.48147964,53.49638748,110.1892395,24.94510651,46.35753632,,,
07-06-2017,07-06-2017,26.57655144,123.7244415,40.93766022,0.052000001,61.04902649,50.06484604,67.42986298,115.6804657,35.0725174,61.14241028,,,
07-06-2018,07-06-2018,31.80654716,167.1508942,37.67281342,0.189999998,65.03012848,69.25630188,77.73942566,106.6125259,50.08229446,83.3194809,,,
07-06-2019,07-06-2019,20.87842369,108.137764,54.09680939,0.150000006,61.07577515,76.31560516,102.4486771,114.1755371,39.31111145,107.7467041,,,
07-06-2021,07-06-2021,33.00210953,129.1000061,67.30680084,0.204139993,57.07793808,116.9720078,115.2000504,151.5700531,55.54941177,173.3979034,,,
07-06-2022,07-06-2022,38.66015625,67.45999908,74.55295563,0.192300007,101.5577316,85.49919128,119.077713,118.595993,56.53033829,173.0938721,,,
07-07-2014,07-07-2014,23.78090477,180.3435822,24.54054642,0.086999997,70.00645447,34.04470825,50.32695007,94.99040985,25.18658638,30.73452377,,,
07-07-2015,07-07-2015,23.78001595,99.67221832,27.27602768,0.090000004,58.23036957,33.07962036,56.16876221,100.5914001,26.00318718,45.5472641,,,
07-07-2016,07-07-2016,23.34835434,81.52533722,36.94655991,0.060699999,67.67390442,42.15811157,53.92491913,112.8070984,20.97519875,45.82058334,,,
07-07-2017,07-07-2017,25.76364708,123.8647079,39.34913254,0.077600002,60.52841568,51.46022797,66.73068237,118.4715347,38.52256012,60.5977211,,,
07-07-2020,07-07-2020,20.20673752,73.37000275,59.82199097,0.112829998,37.51767349,64.23417664,83.03560638,111.7611694,29.38875008,136.3166656,,,
07-07-2021,07-07-2021,32.20710373,112.9100037,65.40504456,0.189999998,56.47957993,118.6135559,114.7132416,154.8678589,49.30357742,195.4811401,,,
07-07-2022,07-07-2022,34.10957336,57.86000061,69.12775421,0.192300007,84.43331909,79.85292816,116.6309814,105.8232727,50.70886612,178.392868,,,
07-08-2013,07-08-2013,19.19900322,115.1062546,22.16651154,0.086999997,60.60380936,21.96073532,44.50632858,74.41474915,24.44206619,29.28918839,,,
07-08-2014,07-08-2014,22.61264229,168.7576141,23.24567223,0.086999997,67.01930237,32.28871155,42.83194733,86.65330505,23.30838013,30.00769043,,,
07-08-2015,07-08-2015,23.03828239,92.78392029,28.37061501,0.068999998,53.98623276,30.46089172,54.98916245,93.22369385,26.15644455,45.95631409,,,
07-08-2017,07-08-2017,26.33509827,121.7793884,41.51079559,0.079599999,60.48314285,56.2269783,68.36998749,109.2256851,39.66679764,59.86191559,,,
07-08-2018,07-08-2018,28.58584404,145.3762512,41.99905014,0.140000001,63.76688385,72.67604065,75.09854126,117.9088745,46.9345665,90.09492493,,,
07-08-2019,07-08-2019,21.65949059,107.0468521,55.71386719,0.150099993,57.73455048,72.91997528,109.2021942,129.0760803,37.221241,118.5200729,,,
07-08-2020,07-08-2020,25.80454445,74.09999847,68.04280853,0.350100011,37.69120407,74.98360443,86.82125854,133.1390991,31.48528099,156.6623688,,,
07-09-2016,07-09-2016,24.86616707,86.89916992,35.32931137,0.082000002,64.78557587,47.20849228,58.25880051,120.1568527,26.35063362,50.00006485,,,
07-09-2017,07-09-2017,26.9324398,136.817627,42.966259,0.079599999,60.20850372,58.68473053,69.71935272,107.8090057,35.92248917,62.78577805,,,
07-09-2018,07-09-2018,28.41897583,122.3902817,43.30706024,0.140000001,64.8685379,74.72858429,81.97734833,116.3485641,46.65068817,87.11416626,,,
07-09-2021,07-09-2021,33.55667877,105.9300003,65.60795593,0.181999996,51.77277756,133.6175537,125.9011612,140.9480438,55.63368225,206.0503387,,,
